operator_id,total_incoming_calls,total_missed_incoming,total_weighted_wait_incoming,missed_rate_incoming,avg_wait_time_incoming,total_outgoing_calls,total_missed_outgoing,missed_rate_outgoing
901886,140.0,0.0,10817.0,0.0,77.26428571428572,1411.0,487.0,0.34514528703047487
901894,30.0,0.0,2883.0,0.0,96.1,0.0,0.0,0.0
901992,11.0,0.0,151.0,0.0,13.727272727272727,671.0,283.0,0.4217585692995529
901996,3.0,0.0,129.0,0.0,43.0,24.0,10.0,0.4166666666666667
902238,1.0,0.0,8.0,0.0,8.0,1.0,1.0,1.0
902510,122.0,2.0,30739.0,0.01639344262295082,251.95901639344262,1841.0,644.0,0.34980988593155893
902532,239.0,1.0,49098.0,0.0041841004184100415,205.43096234309624,856.0,268.0,0.3130841121495327
902608,7.0,0.0,439.0,0.0,62.714285714285715,212.0,87.0,0.41037735849056606
902720,98.0,0.0,6864.0,0.0,70.04081632653062,2306.0,1510.0,0.6548135299219427
902742,0.0,0.0,0.0,0.0,0.0,1168.0,577.0,0.4940068493150685
902744,0.0,0.0,0.0,0.0,0.0,3114.0,2082.0,0.6685934489402697
902746,0.0,0.0,0.0,0.0,0.0,2430.0,1496.0,0.6156378600823045
902748,0.0,0.0,0.0,0.0,0.0,2534.0,1556.0,0.6140489344909235
902774,0.0,0.0,0.0,0.0,0.0,1099.0,589.0,0.5359417652411284
902776,0.0,0.0,0.0,0.0,0.0,1564.0,1028.0,0.6572890025575447
902778,0.0,0.0,0.0,0.0,0.0,1286.0,892.0,0.6936236391912908
902782,0.0,0.0,0.0,0.0,0.0,1291.0,715.0,0.5538342370255616
902906,48.0,0.0,1171.0,0.0,24.395833333333332,0.0,0.0,0.0
902910,28.0,1.0,1201.0,0.03571428571428571,42.892857142857146,0.0,0.0,0.0
903254,243.0,0.0,22409.0,0.0,92.21810699588477,1464.0,359.0,0.24521857923497267
903292,42.0,0.0,4458.0,0.0,106.14285714285714,301.0,115.0,0.38205980066445183
903312,125.0,2.0,8993.0,0.016,71.944,48.0,14.0,0.2916666666666667
903318,281.0,3.0,22227.0,0.010676156583629894,79.09964412811388,1127.0,350.0,0.3105590062111801
903390,9.0,0.0,221.0,0.0,24.555555555555557,0.0,0.0,0.0
903512,25.0,0.0,2530.0,0.0,101.2,0.0,0.0,0.0
903974,10.0,0.0,1359.0,0.0,135.9,0.0,0.0,0.0
903976,5.0,0.0,153.0,0.0,30.6,0.0,0.0,0.0
903978,4.0,0.0,152.0,0.0,38.0,1.0,0.0,0.0
904014,41.0,0.0,2169.0,0.0,52.90243902439025,1247.0,528.0,0.4234161988773055
904016,50.0,2.0,2528.0,0.04,50.56,4676.0,2352.0,0.5029940119760479
904038,462.0,2.0,35124.0,0.004329004329004329,76.02597402597402,214.0,83.0,0.3878504672897196
904044,108.0,1.0,6882.0,0.009259259259259259,63.72222222222222,23.0,15.0,0.6521739130434783
904058,19.0,0.0,377.0,0.0,19.842105263157894,0.0,0.0,0.0
904200,5.0,0.0,139.0,0.0,27.8,10.0,4.0,0.4
904202,6.0,0.0,67.0,0.0,11.166666666666666,230.0,90.0,0.391304347826087
904204,5.0,0.0,228.0,0.0,45.6,39.0,11.0,0.28205128205128205
904284,47.0,0.0,1369.0,0.0,29.127659574468087,0.0,0.0,0.0
904344,4.0,3.0,131.0,0.75,32.75,0.0,0.0,0.0
904372,3.0,0.0,111.0,0.0,37.0,0.0,0.0,0.0
905082,2.0,0.0,68.0,0.0,34.0,0.0,0.0,0.0
905104,296.0,8.0,32200.0,0.02702702702702703,108.78378378378379,126.0,22.0,0.1746031746031746
905300,25.0,6.0,1201.0,0.24,48.04,0.0,0.0,0.0
905430,96.0,1.0,6889.0,0.010416666666666666,71.76041666666667,749.0,267.0,0.35647530040053405
905432,11.0,0.0,149.0,0.0,13.545454545454545,726.0,290.0,0.39944903581267216
905472,1.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0
905478,1.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0
905538,244.0,2.0,26650.0,0.00819672131147541,109.22131147540983,2930.0,988.0,0.3372013651877133
905542,117.0,3.0,7706.0,0.02564102564102564,65.86324786324786,1863.0,462.0,0.24798711755233493
905564,56.0,1.0,3632.0,0.017857142857142856,64.85714285714286,504.0,127.0,0.251984126984127
905566,44.0,1.0,1868.0,0.022727272727272728,42.45454545454545,551.0,142.0,0.2577132486388385
905570,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0
905574,4.0,0.0,60.0,0.0,15.0,83.0,41.0,0.4939759036144578
905840,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.42857142857142855
905842,2.0,0.0,231.0,0.0,115.5,1031.0,618.0,0.5994180407371484
905844,13.0,0.0,186.0,0.0,14.307692307692308,1032.0,427.0,0.41375968992248063
905862,102.0,15.0,6737.0,0.14705882352941177,66.04901960784314,1.0,1.0,1.0
905870,143.0,0.0,10628.0,0.0,74.32167832167832,559.0,165.0,0.295169946332737
905930,70.0,0.0,1552.0,0.0,22.17142857142857,311.0,85.0,0.2733118971061093
905932,36.0,0.0,474.0,0.0,13.166666666666666,315.0,91.0,0.28888888888888886
905934,1.0,0.0,9.0,0.0,9.0,16.0,2.0,0.125
906070,324.0,2.0,672575.0,0.006172839506172839,2075.848765432099,71.0,39.0,0.5492957746478874
906076,24.0,0.0,20922.0,0.0,871.75,1.0,1.0,1.0
906294,307.0,1.0,11924.0,0.003257328990228013,38.840390879478825,111.0,18.0,0.16216216216216217
906296,4.0,0.0,130.0,0.0,32.5,36.0,13.0,0.3611111111111111
906392,18.0,7.0,951.0,0.3888888888888889,52.833333333333336,3.0,1.0,0.3333333333333333
906394,30.0,0.0,1993.0,0.0,66.43333333333334,104.0,18.0,0.17307692307692307
906396,123.0,3.0,24183.0,0.024390243902439025,196.609756097561,99.0,15.0,0.15151515151515152
906398,64.0,0.0,5054.0,0.0,78.96875,7.0,5.0,0.7142857142857143
906400,129.0,3.0,16354.0,0.023255813953488372,126.7751937984496,182.0,19.0,0.1043956043956044
906402,7.0,0.0,414.0,0.0,59.142857142857146,8.0,2.0,0.25
906404,501.0,6.0,206209.0,0.011976047904191617,411.5948103792415,512.0,102.0,0.19921875
906406,712.0,3.0,362397.0,0.004213483146067416,508.98455056179773,838.0,219.0,0.2613365155131265
906408,241.0,4.0,97864.0,0.016597510373443983,406.0746887966805,13.0,6.0,0.46153846153846156
906410,232.0,7.0,62829.0,0.03017241379310345,270.8146551724138,16.0,3.0,0.1875
906412,26.0,7.0,1055.0,0.2692307692307692,40.57692307692308,60.0,16.0,0.26666666666666666
906416,5.0,0.0,83.0,0.0,16.6,14.0,4.0,0.2857142857142857
906418,4.0,0.0,90.0,0.0,22.5,1.0,0.0,0.0
906420,5.0,0.0,55.0,0.0,11.0,2.0,2.0,1.0
906680,188.0,1.0,41224.0,0.005319148936170213,219.27659574468086,133.0,41.0,0.3082706766917293
906866,0.0,0.0,0.0,0.0,0.0,642.0,190.0,0.29595015576323985
907174,9.0,0.0,628.0,0.0,69.77777777777777,2515.0,769.0,0.30576540755467196
907178,3.0,0.0,118.0,0.0,39.333333333333336,123.0,63.0,0.5121951219512195
907180,0.0,0.0,0.0,0.0,0.0,37.0,11.0,0.2972972972972973
907182,63.0,0.0,1955.0,0.0,31.03174603174603,14.0,2.0,0.14285714285714285
907224,48.0,0.0,3815.0,0.0,79.47916666666667,236.0,62.0,0.2627118644067797
907440,6.0,0.0,143.0,0.0,23.833333333333332,31.0,7.0,0.22580645161290322
907442,0.0,0.0,0.0,0.0,0.0,44.0,25.0,0.5681818181818182
907502,242.0,2.0,25245.0,0.008264462809917356,104.31818181818181,0.0,0.0,0.0
907504,5.0,0.0,140.0,0.0,28.0,1.0,1.0,1.0
907618,1.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0
907952,51.0,2.0,1839.0,0.0392156862745098,36.05882352941177,0.0,0.0,0.0
907964,17.0,0.0,630.0,0.0,37.05882352941177,8.0,1.0,0.125
907970,16.0,0.0,352.0,0.0,22.0,1.0,0.0,0.0
907972,5.0,0.0,67.0,0.0,13.4,7.0,3.0,0.42857142857142855
907974,3.0,0.0,29.0,0.0,9.666666666666666,0.0,0.0,0.0
907982,66.0,1.0,4260.0,0.015151515151515152,64.54545454545455,6.0,1.0,0.16666666666666666
907986,1.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0
907994,39.0,0.0,1203.0,0.0,30.846153846153847,0.0,0.0,0.0
907998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
908002,6.0,0.0,170.0,0.0,28.333333333333332,16.0,8.0,0.5
908078,42.0,0.0,1166.0,0.0,27.761904761904763,56.0,7.0,0.125
908080,5.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0
908082,26.0,0.0,510.0,0.0,19.615384615384617,19.0,2.0,0.10526315789473684
908098,6.0,0.0,367.0,0.0,61.166666666666664,0.0,0.0,0.0
908130,2.0,0.0,56.0,0.0,28.0,0.0,0.0,0.0
908152,12.0,0.0,1067.0,0.0,88.91666666666667,0.0,0.0,0.0
908162,3.0,0.0,267.0,0.0,89.0,0.0,0.0,0.0
908300,1.0,0.0,57.0,0.0,57.0,0.0,0.0,0.0
908640,0.0,0.0,0.0,0.0,0.0,14234.0,8162.0,0.5734157650695518
908718,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5
908834,23.0,0.0,4538.0,0.0,197.30434782608697,1.0,1.0,1.0
908958,934.0,2.0,406166.0,0.0021413276231263384,434.8672376873662,98.0,44.0,0.4489795918367347
908960,663.0,14.0,159783.0,0.021116138763197588,241.0,112.0,32.0,0.2857142857142857
908984,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.375
909134,196.0,1.0,32357.0,0.00510204081632653,165.08673469387756,5.0,5.0,1.0
909308,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0
909392,5.0,0.0,130.0,0.0,26.0,0.0,0.0,0.0
909452,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
909502,0.0,0.0,0.0,0.0,0.0,785.0,296.0,0.37707006369426754
909624,1.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0
